"type";"fixed acidity";"volatile acidity";"citric acid";"residual sugar";"chlorides";"free sulfur dioxide";"total sulfur dioxide";"density";"pH";"sulphates";"alcohol";"quality"
1;0.338842975;0.073333333;0.271084337;0.013803681;0.059800664;0.055555556;0.207373272;0.088490457;0.317829457;0.095505618;0.434782609;6
1;0.314049587;0.266666667;0.222891566;0.003067485;0.046511628;0.010416667;0.216589862;0.059572007;0.240310078;0.095505618;0.492753623;4
1;0.20661157;0.093333333;0.259036145;0.060582822;0.048172757;0.104166667;0.285714286;0.090418354;0.488372093;0.061797753;0.507246377;7
1;0.305785124;0.126666667;0.186746988;0.262269939;0.069767442;0.111111111;0.384792627;0.229226913;0.286821705;0.235955056;0.31884058;5
1;0.256198347;0.1;0.240963855;0.105828221;0.051495017;0.170138889;0.334101382;0.107769424;0.302325581;0.028089888;0.492753623;6
1;0.280991736;0.16;0.28313253;0.069018405;0.058139535;0.0625;0.1359447;0.07499518;0.240310078;0.106741573;0.666666667;4
1;0.173553719;0.1;0.180722892;0.188650307;0.074750831;0.194444444;0.377880184;0.194524773;0.434108527;0.095505618;0.202898551;5
1;0.181818182;0.393333333;0.042168675;0.009202454;0.084717608;0.027777778;0.235023041;0.11548101;0.302325581;0.073033708;0.101449275;4
1;0.214876033;0.113333333;0.192771084;0.075153374;0.066445183;0.138888889;0.391705069;0.152111047;0.364341085;0.258426966;0.173913043;6
1;0.214876033;0.166666667;0.186746988;0.075153374;0.064784053;0.142361111;0.384792627;0.154038944;0.364341085;0.247191011;0.188405797;6
1;0.272727273;0.173333333;0.090361446;0.009202454;0.073089701;0.208333333;0.407834101;0.125120494;0.286821705;0.117977528;0.173913043;5
1;0.247933884;0.133333333;0.240963855;0.328220859;0.064784053;0.163194444;0.370967742;0.267784847;0.162790698;0.157303371;0.101449275;5
1;0.256198347;0.126666667;0.240963855;0.205521472;0.068106312;0.21875;0.50921659;0.20802005;0.356589147;0.202247191;0.231884058;6
1;0.247933884;0.12;0.337349398;0.173312883;0.056478405;0.21875;0.506912442;0.19066898;0.23255814;0.230337079;0.188405797;5
1;0.247933884;0.14;0.337349398;0.173312883;0.056478405;0.225694444;0.516129032;0.194524773;0.23255814;0.230337079;0.188405797;5
1;0.239669421;0.106666667;0.246987952;0.134969325;0.051495017;0.166666667;0.368663594;0.159822634;0.310077519;0.219101124;0.275362319;6
1;0.173553719;0.146666667;0.138554217;0.055214724;0.048172757;0.142361111;0.260368664;0.101985734;0.333333333;0.157303371;0.434782609;5
1;0.247933884;0.3;0.210843373;0.049079755;0.041528239;0.086805556;0.237327189;0.067283594;0.418604651;0.196629213;0.68115942;8
1;0.223140496;0.133333333;0.168674699;0.121165644;0.063122924;0.184027778;0.470046083;0.175245807;0.286821705;0.179775281;0.130434783;4
1;0.231404959;0.133333333;0.168674699;0.121165644;0.071428571;0.1875;0.47235023;0.175245807;0.286821705;0.185393258;0.130434783;6
1;0.247933884;0.133333333;0.240963855;0.328220859;0.064784053;0.163194444;0.370967742;0.267784847;0.162790698;0.157303371;0.101449275;5
1;0.247933884;0.133333333;0.21686747;0.113496933;0.059800664;0.09375;0.269585253;0.10969732;0.23255814;0.084269663;0.492753623;6
1;0.231404959;0.046666667;0.204819277;0.069018405;0.07641196;0.114583333;0.274193548;0.136687874;0.496124031;0.112359551;0.231884058;5
1;0.214876033;0.14;0.265060241;0.04601227;0.317275748;0.256944444;0.403225806;0.136687874;0.23255814;0.106741573;0.15942029;5
1;0.214876033;0.146666667;0.271084337;0.044478528;0.312292359;0.260416667;0.400921659;0.136687874;0.23255814;0.095505618;0.15942029;6
1;0.214876033;0.14;0.265060241;0.04601227;0.312292359;0.256944444;0.407834101;0.136687874;0.224806202;0.08988764;0.15942029;5
1;0.247933884;0.12;0.144578313;0.110429448;0.071428571;0.184027778;0.479262673;0.17331791;0.317829457;0.140449438;0.130434783;5
1;0.272727273;0.16;0.144578313;0.191717791;0.068106312;0.177083333;0.456221198;0.209947947;0.294573643;0.151685393;0.115942029;5
1;0.247933884;0.12;0.144578313;0.110429448;0.071428571;0.184027778;0.479262673;0.17331791;0.317829457;0.140449438;0.130434783;5
1;0.247933884;0.126666667;0.156626506;0.237730061;0.066445183;0.1875;0.437788018;0.217659533;0.333333333;0.157303371;0.188405797;5
1;0.272727273;0.16;0.144578313;0.191717791;0.068106312;0.177083333;0.456221198;0.209947947;0.294573643;0.151685393;0.115942029;5
1;0.256198347;0.306666667;0.192771084;0.193251534;0.068106312;0.180555556;0.529953917;0.19645267;0.372093023;0.157303371;0.231884058;5
1;0.247933884;0.12;0.204819277;0.20398773;0.041528239;0.131944444;0.294930876;0.15018315;0.472868217;0.174157303;0.579710145;6
1;0.165289256;0.133333333;0.210843373;0.02607362;0.073089701;0.121527778;0.248847926;0.101985734;0.434108527;0.157303371;0.31884058;4
1;0.214876033;0.086666667;0.301204819;0.168711656;0.054817276;0.152777778;0.338709677;0.194524773;0.333333333;0.117977528;0.115942029;5
1;0.26446281;0.053333333;0.192771084;0.11809816;0.059800664;0.128472222;0.276497696;0.16753422;0.379844961;0.06741573;0.173913043;5
1;0.52892562;0.24;0.530120482;0.085889571;0.066445183;0.065972222;0.271889401;0.186813187;0.209302326;0.162921348;0.275362319;4
1;0.247933884;0.326666667;0.174698795;0.024539877;0.051495017;0.048611111;0.16359447;0.128976287;0.465116279;0.292134831;0.31884058;5
1;0.190082645;0.213333333;0.186746988;0.004601227;0.064784053;0.076388889;0.377880184;0.113553114;0.387596899;0.308988764;0.217391304;6
1;0.148760331;0.11;0.15060241;0.139570552;0.03820598;0.038194444;0.142857143;0.13283208;0.457364341;0.06741573;0.362318841;5
1;0.247933884;0.066666667;0.228915663;0.012269939;0.048172757;0.118055556;0.241935484;0.090418354;0.465116279;0.207865169;0.463768116;7
1;0.26446281;0.053333333;0.192771084;0.11809816;0.059800664;0.128472222;0.276497696;0.16753422;0.379844961;0.06741573;0.173913043;5
1;0.239669421;0.033333333;0.174698795;0.07208589;0.069767442;0.104166667;0.267281106;0.140543667;0.558139535;0.084269663;0.246376812;6
1;0.198347107;0.113333333;0.15060241;0.012269939;0.034883721;0.118055556;0.228110599;0.078850974;0.449612403;0.123595506;0.449275362;7
1;0.165289256;0.12;0.144578313;0.13190184;0.058139535;0.1875;0.33640553;0.17331791;0.457364341;0.08988764;0.202898551;5
1;0.305785124;0.126666667;0.21686747;0.098159509;0.044850498;0.152777778;0.3640553;0.130904184;0.240310078;0.061797753;0.434782609;5
1;0.165289256;0.12;0.144578313;0.13190184;0.058139535;0.1875;0.33640553;0.17331791;0.457364341;0.08988764;0.202898551;5
1;0.157024793;0.133333333;0.144578313;0.259202454;0.058139535;0.204861111;0.370967742;0.227299017;0.457364341;0.123595506;0.202898551;5
1;0.305785124;0.1;0.21686747;0.098159509;0.044850498;0.145833333;0.357142857;0.128976287;0.248062016;0.056179775;0.434782609;5
1;0.305785124;0.126666667;0.21686747;0.098159509;0.044850498;0.152777778;0.3640553;0.130904184;0.240310078;0.061797753;0.434782609;5
1;0.280991736;0.403333333;0.126506024;0.136503067;0.101328904;0.111111111;0.382488479;0.192596877;0.217054264;0.185393258;0.15942029;6
1;0.198347107;0.113333333;0.15060241;0.012269939;0.034883721;0.118055556;0.228110599;0.078850974;0.449612403;0.123595506;0.449275362;7
1;0.223140496;0.073333333;0.180722892;0.003067485;0.056478405;0.111111111;0.31797235;0.125120494;0.542635659;0.095505618;0.15942029;6
1;0.20661157;0.276666667;0.13253012;0.018404908;0.061461794;0.104166667;0.30875576;0.111625217;0.519379845;0.179775281;0.347826087;6
1;0.272727273;0.106666667;0.246987952;0.263803681;0.061461794;0.131944444;0.320276498;0.244650087;0.465116279;0.095505618;0.101449275;5
1;0.214876033;0.06;0.192771084;0.027607362;0.064784053;0.138888889;0.447004608;0.128976287;0.604651163;0.157303371;0.246376812;6
1;0.272727273;0.113333333;0.192771084;0.148773006;0.053156146;0.225694444;0.612903226;0.188741083;0.348837209;0.168539326;0.15942029;6
1;0.214876033;0.06;0.192771084;0.027607362;0.064784053;0.138888889;0.447004608;0.128976287;0.604651163;0.157303371;0.246376812;6
1;0.272727273;0.106666667;0.246987952;0.263803681;0.061461794;0.131944444;0.320276498;0.244650087;0.465116279;0.095505618;0.101449275;5
1;0.247933884;0.373333333;0.048192771;0.139570552;0.088039867;0.086805556;0.313364055;0.194524773;0.503875969;0.134831461;0.130434783;4
1;0.371900826;0.133333333;0.240963855;0.110429448;0.053156146;0.128472222;0.433179724;0.20223636;0.480620155;0.162921348;0.231884058;6
1;0.363636364;0.126666667;0.234939759;0.110429448;0.049833887;0.166666667;0.465437788;0.20223636;0.457364341;0.162921348;0.217391304;6
1;0.280991736;0.1;0.228915663;0.210122699;0.081395349;0.1875;0.433179724;0.20802005;0.286821705;0.123595506;0.144927536;6
1;0.280991736;0.1;0.228915663;0.210122699;0.081395349;0.1875;0.433179724;0.20802005;0.286821705;0.123595506;0.144927536;6
1;0.280991736;0.1;0.228915663;0.210122699;0.081395349;0.1875;0.433179724;0.20802005;0.286821705;0.123595506;0.144927536;6
1;0.280991736;0.1;0.228915663;0.210122699;0.081395349;0.1875;0.433179724;0.20802005;0.286821705;0.123595506;0.144927536;6
1;0.247933884;0.293333333;0.192771084;0.193251534;0.058139535;0.184027778;0.495391705;0.194524773;0.426356589;0.157303371;0.231884058;6
1;0.26446281;0.12;0.355421687;0.012269939;0.046511628;0.135416667;0.262672811;0.090418354;0.480620155;0.106741573;0.449275362;7
1;0.198347107;0.113333333;0.126506024;0.229294479;0.049833887;0.09375;0.352534562;0.21380374;0.589147287;0.235955056;0.231884058;6
1;0.289256198;0.16;0.138554217;0.200920245;0.068106312;0.166666667;0.440092166;0.21958743;0.372093023;0.134831461;0.101449275;5
1;0.32231405;0.153333333;0.156626506;0.110429448;0.03654485;0.076388889;0.193548387;0.140543667;0.317829457;0.157303371;0.347826087;5
1;0.272727273;0.086666667;0.222891566;0.027607362;0.028239203;0.076388889;0.216589862;0.061499904;0.333333333;0.08988764;0.492753623;7
1;0.247933884;0.106666667;0.204819277;0.032208589;0.063122924;0.220486111;0.489631336;0.1212647;0.449612403;0.202247191;0.246376812;6
1;0.256198347;0.213333333;0.337349398;0.162576687;0.056478405;0.135416667;0.313364055;0.200308463;0.325581395;0.134831461;0.101449275;5
1;0.190082645;0.066666667;0.21686747;0.021472393;0.048172757;0.065972222;0.561059908;0.100057837;0.503875969;0.320224719;0.47826087;6
1;0.247933884;0.086666667;0.162650602;0.023006135;0.034883721;0.086805556;0.306451613;0.055716214;0.341085271;0.219101124;0.666666667;7
1;0.165289256;0.08;0.162650602;0.012269939;0.03654485;0.038194444;0.16359447;0.065355697;0.410852713;0.078651685;0.420289855;7
1;0.148760331;0.073333333;0.156626506;0.012269939;0.034883721;0.038194444;0.161290323;0.065355697;0.410852713;0.084269663;0.420289855;7
1;0.190082645;0.22;0.084337349;0.150306748;0.046511628;0.059027778;0.260368664;0.171390013;0.511627907;0.129213483;0.289855072;5
1;0.173553719;0.086666667;0.168674699;0.061349693;0.073089701;0.135416667;0.444700461;0.1791016;0.775193798;0.269662921;0.289855072;4
1;0.388429752;0.12;0.126506024;0.239263804;0.107973422;0.138888889;0.440092166;0.209947947;0.23255814;0.157303371;0.260869565;3
1;0.256198347;0.213333333;0.337349398;0.162576687;0.056478405;0.135416667;0.313364055;0.200308463;0.325581395;0.134831461;0.101449275;5
1;0.165289256;0.106666667;0.265060241;0.044478528;0.033222591;0.013888889;0.237327189;0.08077887;0.627906977;0.117977528;0.536231884;3
1;0.165289256;0.106666667;0.234939759;0.013803681;0.074750831;0.125;0.350230415;0.117408907;0.379844961;0.168539326;0.188405797;6
1;0.239669421;0.12;0.234939759;0.007668712;0.051495017;0.152777778;0.324884793;0.123192597;0.465116279;0.202247191;0.231884058;8
1;0.20661157;0.18;0.180722892;0.078220859;0.043189369;0.024305556;0.209677419;0.107769424;0.426356589;0.106741573;0.434782609;7
1;0.20661157;0.18;0.180722892;0.078220859;0.043189369;0.024305556;0.209677419;0.107769424;0.426356589;0.106741573;0.434782609;7
1;0.214876033;0.1;0.234939759;0.018404908;0.03820598;0.076388889;0.258064516;0.078850974;0.465116279;0.157303371;0.550724638;6
1;0.165289256;0.186666667;0.228915663;0.004601227;0.046511628;0.006944444;0.158986175;0.0634278;0.434108527;0.06741573;0.492753623;4
1;0.256198347;0.023333333;0.210843373;0.073619632;0.064784053;0.121527778;0.235023041;0.130904184;0.465116279;0.112359551;0.31884058;6
1;0.256198347;0.14;0.240963855;0.289110429;0.056478405;0.121527778;0.34562212;0.240794293;0.162790698;0.140449438;0.130434783;5
1;0.256198347;0.133333333;0.240963855;0.116564417;0.044850498;0.048611111;0.205069124;0.140543667;0.348837209;0.061797753;0.31884058;5
1;0.280991736;0.14;0.240963855;0.199386503;0.059800664;0.225694444;0.51843318;0.204164257;0.279069767;0.207865169;0.231884058;6
1;0.198347107;0.106666667;0.210843373;0.009202454;0.048172757;0.072916667;0.370967742;0.078850974;0.294573643;0.146067416;0.376811594;6
1;0.256198347;0.14;0.240963855;0.289110429;0.056478405;0.121527778;0.34562212;0.240794293;0.162790698;0.140449438;0.130434783;5
1;0.256198347;0.16;0.156626506;0.11809816;0.073089701;0.107638889;0.400921659;0.181029497;0.410852713;0.162921348;0.173913043;6
1;0.123966942;0.333333333;0.042168675;0.096625767;0.056478405;0.114583333;0.329493088;0.140543667;0.480620155;0.196629213;0.246376812;5
1;0.123966942;0.336666667;0.042168675;0.099693252;0.058139535;0.114583333;0.320276498;0.142471564;0.480620155;0.196629213;0.246376812;6
1;0.132231405;0.34;0.042168675;0.098159509;0.059800664;0.121527778;0.324884793;0.140543667;0.480620155;0.196629213;0.246376812;6
1;0.256198347;0.16;0.156626506;0.11809816;0.073089701;0.107638889;0.400921659;0.181029497;0.410852713;0.162921348;0.173913043;6
1;0.115702479;0.346666667;0.042168675;0.098159509;0.058139535;0.111111111;0.324884793;0.140543667;0.472868217;0.202247191;0.246376812;5
1;0.165289256;0.113333333;0.156626506;0.191717791;0.069767442;0.149305556;0.32718894;0.194524773;0.441860465;0.08988764;0.188405797;5
1;0.231404959;0.333333333;0.180722892;0.069018405;0.079734219;0.100694444;0.269585253;0.15018315;0.403100775;0.08988764;0.144927536;5
1;0.26446281;0.14;0.325301205;0.154907975;0.061461794;0.201388889;0.525345622;0.182957393;0.255813953;0.219101124;0.217391304;5
1;0.231404959;0.073333333;0.246987952;0.127300613;0.061461794;0.173611111;0.375576037;0.159822634;0.325581395;0.196629213;0.260869565;6
1;0.239669421;0.08;0.246987952;0.130368098;0.058139535;0.170138889;0.368663594;0.159822634;0.325581395;0.202247191;0.260869565;6
1;0.32231405;0.12;0.240963855;0.007668712;0.054817276;0.027777778;0.124423963;0.084634664;0.131782946;0.157303371;0.376811594;5
1;0.247933884;0.16;0.204819277;0.009202454;0.058139535;0.045138889;0.140552995;0.09234625;0.255813953;0.140449438;0.376811594;4
1;0.26446281;0.146666667;0.295180723;0.062883436;0.044850498;0.055555556;0.228110599;0.08656256;0.418604651;0.258426966;0.637681159;7
1;0.26446281;0.106666667;0.21686747;0.033742331;0.041528239;0.072916667;0.244239631;0.055716214;0.364341085;0.08988764;0.666666667;8
1;0.190082645;0.153333333;0.34939759;0.067484663;0.049833887;0.121527778;0.248847926;0.073067284;0.449612403;0.213483146;0.623188406;8
1;0.247933884;0.24;0.222891566;0.069018405;0.063122924;0.15625;0.449308756;0.128976287;0.279069767;0.241573034;0.362318841;4
1;0.239669421;0.173333333;0.180722892;0.23006135;0.074750831;0.173611111;0.437788018;0.21380374;0.364341085;0.151685393;0.188405797;5
1;0.272727273;0.18;0.144578313;0.226993865;0.07641196;0.15625;0.442396313;0.22537112;0.310077519;0.151685393;0.115942029;5
1;0.289256198;0.16;0.15060241;0.101226994;0.07807309;0.159722222;0.400921659;0.17331791;0.279069767;0.140449438;0.115942029;5
1;0.223140496;0.133333333;0.198795181;0.231595092;0.073089701;0.173611111;0.423963134;0.206092153;0.387596899;0.162921348;0.246376812;6
1;0.280991736;0.1;0.234939759;0.208588957;0.081395349;0.166666667;0.428571429;0.20802005;0.201550388;0.146067416;0.144927536;7
1;0.280991736;0.1;0.234939759;0.208588957;0.081395349;0.166666667;0.428571429;0.20802005;0.201550388;0.146067416;0.144927536;7
1;0.280991736;0.1;0.234939759;0.208588957;0.081395349;0.166666667;0.428571429;0.20802005;0.201550388;0.146067416;0.144927536;7
1;0.280991736;0.1;0.234939759;0.208588957;0.081395349;0.166666667;0.428571429;0.20802005;0.201550388;0.146067416;0.144927536;7
1;0.173553719;0.046666667;0.186746988;0.079754601;0.053156146;0.180555556;0.343317972;0.142471564;0.620155039;0.134831461;0.362318841;6
1;0.297520661;0.133333333;0.253012048;0.294478528;0.094684385;0.180555556;0.435483871;0.24850588;0.186046512;0.123595506;0.15942029;5
1;0.198347107;0.133333333;0.13253012;0.102760736;0.053156146;0.086805556;0.347926267;0.165606324;0.558139535;0.235955056;0.260869565;7
1;0.438016529;0.34;0.228915663;0.015337423;0.094684385;0.114583333;0.405529954;0.186813187;0.395348837;0.08988764;0.072463768;3
1;0.20661157;0.166666667;0.162650602;0.009202454;0.061461794;0.114583333;0.389400922;0.1212647;0.503875969;0.179775281;0.202898551;6
1;0.371900826;0.206666667;0.421686747;0.153374233;0.059800664;0.111111111;0.375576037;0.20223636;0.286821705;0.196629213;0.202898551;5
1;0.280991736;0.073333333;0.277108434;0.049079755;0.053156146;0.28125;0.417050691;0.117408907;0.364341085;0.213483146;0.463768116;7
1;0.305785124;0.06;0.265060241;0.164110429;0.061461794;0.222222222;0.322580645;0.19066898;0.348837209;0.129213483;0.289855072;6
1;0.239669421;0.06;0.301204819;0.023006135;0.056478405;0.090277778;0.267281106;0.100057837;0.333333333;0.129213483;0.333333333;6
1;0.190082645;0.22;0;0.015337423;0.089700997;0.121527778;0.186635945;0.082706767;0.426356589;0.252808989;0.405797101;6
1;0.371900826;0.08;0.210843373;0.004601227;0.068106312;0.038194444;0.156682028;0.094274147;0.317829457;0.08988764;0.362318841;6
1;0.190082645;0.22;0;0.015337423;0.089700997;0.121527778;0.186635945;0.082706767;0.426356589;0.252808989;0.405797101;6
1;0.181818182;0.14;0.126506024;0.010736196;0.07641196;0.142361111;0.373271889;0.082706767;0.465116279;0.117977528;0.449275362;6
1;0.289256198;0.22;0.144578313;0.095092025;0.079734219;0.138888889;0.361751152;0.15018315;0.372093023;0.106741573;0.275362319;6
1;0.289256198;0.22;0.144578313;0.095092025;0.079734219;0.138888889;0.361751152;0.15018315;0.372093023;0.106741573;0.275362319;6
1;0.280991736;0.233333333;0.144578313;0.093558282;0.081395349;0.135416667;0.361751152;0.152111047;0.372093023;0.106741573;0.275362319;5
1;0.289256198;0.213333333;0.144578313;0.093558282;0.081395349;0.138888889;0.368663594;0.152111047;0.372093023;0.106741573;0.275362319;6
1;0.198347107;0.166666667;0.162650602;0.06595092;0.044850498;0.100694444;0.294930876;0.107769424;0.372093023;0.112359551;0.347826087;7
1;0.198347107;0.153333333;0.156626506;0.064417178;0.046511628;0.121527778;0.32718894;0.10969732;0.379844961;0.106741573;0.347826087;6
1;0.190082645;0.186666667;0.162650602;0.023006135;0.043189369;0.052083333;0.216589862;0.088490457;0.527131783;0.275280899;0.507246377;7
1;0.099173554;0.313333333;0.084337349;0.11809816;0.03820598;0.118055556;0.3640553;0.090418354;0.627906977;0.162921348;0.652173913;8
1;0.330578512;0.113333333;0.246987952;0.047546012;0.054817276;0.125;0.329493088;0.159822634;0.496124031;0.129213483;0.289855072;6
1;0.157024793;0.186666667;0.126506024;0.093558282;0.048172757;0.173611111;0.368663594;0.134759977;0.441860465;0.230337079;0.289855072;6
1;0.165289256;0.173333333;0.126506024;0.09202454;0.051495017;0.170138889;0.370967742;0.134759977;0.441860465;0.224719101;0.289855072;5
1;0.247933884;0.133333333;0.361445783;0.007668712;0.204318937;0.142361111;0.278801843;0.1212647;0.286821705;0.123595506;0.15942029;6
1;0.247933884;0.113333333;0.204819277;0.062883436;0.03654485;0.114583333;0.294930876;0.107769424;0.379844961;0.08988764;0.376811594;6
1;0.231404959;0.106666667;0.210843373;0.108895706;0.03654485;0.121527778;0.297235023;0.128976287;0.364341085;0.084269663;0.362318841;5
1;0.173553719;0.146666667;0.28313253;0.111196319;0.034883721;0.0625;0.292626728;0.119336804;0.620155039;0.117977528;0.507246377;7
1;0.190082645;0.03;0.15060241;0.041411043;0.051495017;0.03125;0.14516129;0.1212647;0.635658915;0.207865169;0.304347826;6
1;0.181818182;0.013333333;0.144578313;0.007668712;0.053156146;0.048611111;0.1359447;0.107769424;0.689922481;0.219101124;0.333333333;7
1;0.231404959;0.106666667;0.210843373;0.108895706;0.03654485;0.121527778;0.297235023;0.128976287;0.364341085;0.084269663;0.362318841;5
1;0.247933884;0.113333333;0.204819277;0.062883436;0.03654485;0.114583333;0.294930876;0.107769424;0.379844961;0.08988764;0.376811594;6
1;0.247933884;0.133333333;0.265060241;0.133435583;0.03654485;0.118055556;0.301843318;0.14439946;0.341085271;0.078651685;0.347826087;6
1;0.371900826;0.22;0.307228916;0.021472393;0.061461794;0.034722222;0.463133641;0.113553114;0.23255814;0.185393258;0.492753623;5
1;0.305785124;0.126666667;0.186746988;0.079754601;0.079734219;0.451388889;0.707373272;0.14439946;0.356589147;0.207865169;0.362318841;5
1;0.338842975;0.12;0.246987952;0.223159509;0.051495017;0.128472222;0.483870968;0.20223636;0.186046512;0.213483146;0.289855072;6
1;0.214876033;0.173333333;0.138554217;0.087423313;0.049833887;0.125;0.315668203;0.140543667;0.364341085;0.241573034;0.289855072;6
1;0.223140496;0.133333333;0.210843373;0.226993865;0.054817276;0.1875;0.435483871;0.206092153;0.395348837;0.157303371;0.231884058;6
1;0.280991736;0.086666667;0.246987952;0.010736196;0.044850498;0.111111111;0.18202765;0.094274147;0.348837209;0.162921348;0.347826087;5
1;0.214876033;0.16;0.210843373;0.064417178;0.034883721;0.114583333;0.218894009;0.078850974;0.496124031;0.213483146;0.652173913;8
1;0.247933884;0.106666667;0.204819277;0.061349693;0.03820598;0.125;0.297235023;0.107769424;0.372093023;0.095505618;0.376811594;5
1;0.20661157;0.1;0.180722892;0.018404908;0.03986711;0.052083333;0.195852535;0.067283594;0.434108527;0.101123596;0.550724638;6
1;0.223140496;0.133333333;0.204819277;0.142638037;0.048172757;0.100694444;0.292626728;0.159822634;0.302325581;0.123595506;0.260869565;5
1;0.148760331;0.12;0.156626506;0.078220859;0.03654485;0.038194444;0.170506912;0.100057837;0.410852713;0.08988764;0.405797101;5
1;0.20661157;0.1;0.180722892;0.018404908;0.03986711;0.052083333;0.195852535;0.067283594;0.434108527;0.101123596;0.550724638;6
1;0.20661157;0.1;0.198795181;0.013803681;0.044850498;0.048611111;0.228110599;0.07499518;0.465116279;0.112359551;0.463768116;6
1;0.165289256;0.126666667;0.162650602;0.179447853;0.059800664;0.1875;0.377880184;0.194524773;0.434108527;0.112359551;0.188405797;6
1;0.173553719;0.12;0.240963855;0.010736196;0.063122924;0.038194444;0.306451613;0.142471564;0.565891473;0.174157303;0.347826087;5
1;0.231404959;0.066666667;0.210843373;0.013803681;0.066445183;0.166666667;0.311059908;0.1212647;0.550387597;0.353932584;0.31884058;7
1;0.297520661;0.08;0.259036145;0.110429448;0.059800664;0.090277778;0.338709677;0.1791016;0.364341085;0.185393258;0.144927536;7
1;0.347107438;0.106666667;0.21686747;0.013803681;0.063122924;0.055555556;0.283410138;0.148255254;0.372093023;0.179775281;0.289855072;6
1;0.214876033;0.12;0.253012048;0.139570552;0.058139535;0.100694444;0.30875576;0.175245807;0.356589147;0.140449438;0.15942029;6
1;0.132231405;0.153333333;0.28313253;0.036809816;0.073089701;0.15625;0.31797235;0.11548101;0.441860465;0.303370787;0.289855072;5
1;0.132231405;0.14;0.28313253;0.036809816;0.071428571;0.159722222;0.320276498;0.113553114;0.441860465;0.297752809;0.289855072;6
1;0.272727273;0.043333333;0.198795181;0.061349693;0.068106312;0.111111111;0.288018433;0.136687874;0.434108527;0.101123596;0.231884058;6
1;0.148760331;0.173333333;0.060240964;0.010736196;0.03654485;0.065972222;0.142857143;0.067283594;0.496124031;0.162921348;0.463768116;7
1;0.239669421;0.073333333;0.246987952;0.23006135;0.07807309;0.256944444;0.343317972;0.238866397;0.372093023;0.123595506;0.115942029;6
1;0.330578512;0.066666667;0.277108434;0.199386503;0.071428571;0.128472222;0.258064516;0.209947947;0.333333333;0.157303371;0.289855072;6
1;0.314049587;0.06;0.271084337;0.162576687;0.074750831;0.190972222;0.301843318;0.19066898;0.333333333;0.140449438;0.289855072;5
1;0.20661157;0.026666667;0.21686747;0.023006135;0.058139535;0.159722222;0.322580645;0.082706767;0.426356589;0.292134831;0.492753623;7
1;0.289256198;0.166666667;0.240963855;0.095858896;0.048172757;0.107638889;0.304147465;0.094274147;0.240310078;0.04494382;0.565217391;7
1;0.140495868;0.17;0.180722892;0.029141104;0.102990033;0.090277778;0.281105991;0.101985734;0.325581395;0.162921348;0.231884058;6
1;0.289256198;0.166666667;0.240963855;0.095858896;0.048172757;0.107638889;0.304147465;0.094274147;0.240310078;0.04494382;0.565217391;7
1;0.165289256;0.213333333;0.253012048;0.058282209;0.063122924;0.130208333;0.550691244;0.12704839;0.410852713;0.196629213;0.231884058;6
1;0.289256198;0.093333333;0.222891566;0.210122699;0.089700997;0.163194444;0.426267281;0.206092153;0.131782946;0.08988764;0.144927536;6
1;0.289256198;0.093333333;0.222891566;0.210122699;0.089700997;0.163194444;0.426267281;0.206092153;0.131782946;0.08988764;0.144927536;6
1;0.190082645;0.186666667;0.198795181;0.007668712;0.068106312;0.079861111;0.375576037;0.107769424;0.333333333;0.314606742;0.217391304;6
1;0.512396694;0.08;0.234939759;0.012269939;0.068106312;0.0625;0.33640553;0.13283208;0.217054264;0.112359551;0.347826087;6
1;0.256198347;0.106666667;0.204819277;0.062883436;0.051495017;0.145833333;0.357142857;0.123192597;0.372093023;0.207865169;0.376811594;6
1;0.214876033;0.106666667;0.192771084;0.219325153;0.063122924;0.184027778;0.359447005;0.186813187;0.434108527;0.157303371;0.31884058;6
1;0.272727273;0.19;0.084337349;0.009202454;0.07641196;0.079861111;0.179723502;0.134759977;0.333333333;0.117977528;0.130434783;5
1;0.247933884;0.046666667;0.180722892;0.07208589;0.068106312;0.135416667;0.278801843;0.136687874;0.527131783;0.095505618;0.246376812;6
1;0.289256198;0.093333333;0.222891566;0.210122699;0.089700997;0.163194444;0.426267281;0.206092153;0.131782946;0.08988764;0.144927536;6
1;0.247933884;0.053333333;0.240963855;0.02607362;0.046511628;0.059027778;0.221198157;0.100057837;0.596899225;0.112359551;0.492753623;7
1;0.181818182;0.12;0.192771084;0.044478528;0.031561462;0.097222222;0.246543779;0.078850974;0.527131783;0.275280899;0.623188406;7
1;0.181818182;0.066666667;0.162650602;0.013803681;0.132890365;0.135416667;0.315668203;0.100057837;0.596899225;0.224719101;0.405797101;6
1;0.256198347;0.166666667;0.126506024;0.006134969;0.073089701;0.131944444;0.32718894;0.107769424;0.310077519;0.129213483;0.202898551;6
1;0.32231405;0.14;0.289156627;0.02607362;0.066445183;0.121527778;0.396313364;0.11548101;0.348837209;0.235955056;0.376811594;6
1;0.272727273;0.206666667;0.210843373;0.182515337;0.058139535;0.086805556;0.152073733;0.134759977;0.348837209;0.039325843;0.52173913;5
1;0.256198347;0.166666667;0.126506024;0.006134969;0.073089701;0.131944444;0.32718894;0.107769424;0.310077519;0.129213483;0.202898551;6
1;0.32231405;0.14;0.289156627;0.02607362;0.066445183;0.121527778;0.396313364;0.11548101;0.348837209;0.235955056;0.376811594;6
